Id,SalePrice
1461,123554.73
1462,156029.22
1463,182353.84
1464,184645.08
1465,195517.66
1466,183843.69
1467,171773.97
1468,177056.92
1469,175042.19
1470,124669.75
1471,184450.75
1472,99687.39
1473,101502.68
1474,149592.66
1475,117113.07
1476,354465.0
1477,254834.42
1478,301931.75
1479,282923.1
1480,498798.62
1481,313320.3
1482,212988.62
1483,181099.67
1484,170081.42
1485,176179.81
1486,193400.95
1487,320488.97
1488,234294.92
1489,206903.67
1490,222783.16
1491,190237.27
1492,111048.75
1493,165920.55
1494,294535.34
1495,292228.1
1496,228862.39
1497,197396.78
1498,156434.52
1499,155220.55
1500,167178.34
1501,173859.31
1502,159527.22
1503,268461.4
1504,234918.48
1505,219357.69
1506,187954.6
1507,245219.92
1508,193058.61
1509,167815.61
1510,149271.69
1511,147186.12
1512,165115.23
1513,148367.4
1514,166225.03
1515,182914.58
1516,155303.77
1517,151020.89
1518,139883.23
1519,204753.44
1520,139436.0
1521,143473.81
1522,156033.89
1523,118258.79
1524,123587.33
1525,126988.3
1526,128117.89
1527,108009.21
1528,129660.31
1529,145718.16
1530,161159.86
1531,125554.62
1532,108982.63
1533,140185.61
1534,116011.15
1535,153274.14
1536,115914.484
1537,78923.14
1538,166875.08
1539,213028.52
1540,125306.94
1541,139855.25
1542,145346.4
1543,179991.61
1544,87153.78
1545,108227.34
1546,120928.84
1547,135823.6
1548,134683.92
1549,113904.85
1550,142608.97
1551,117580.66
1552,134930.02
1553,149686.39
1554,114705.45
1555,187151.22
1556,126858.67
1557,129469.98
1558,101600.74
1559,122425.32
1560,147417.83
1561,145833.03
1562,128378.61
1563,123008.15
1564,161086.0
1565,149976.53
1566,211986.28
1567,88811.6
1568,221262.25
1569,141320.75
1570,122641.805
1571,123798.96
1572,140486.2
1573,215012.84
1574,136159.56
1575,205999.75
1576,224992.39
1577,196549.9
1578,156803.11
1579,145116.05
1580,187527.7
1581,139114.86
1582,132978.53
1583,321323.5
1584,237949.62
1585,141573.55
1586,82698.875
1587,101069.28
1588,141920.34
1589,94493.9
1590,129862.38
1591,104805.68
1592,129171.85
1593,111387.4
1594,133793.75
1595,130968.33
1596,234981.55
1597,208006.97
1598,190519.84
1599,177715.12
1600,177988.0
1601,78132.266
1602,111701.22
1603,91146.99
1604,294464.72
1605,240077.0
1606,164202.02
1607,165546.77
1608,208790.31
1609,189292.83
1610,167581.7
1611,147769.64
1612,170407.2
1613,163169.62
1614,116942.45
1615,88954.3
1616,83865.01
1617,87628.05
1618,126206.85
1619,129478.62
1620,164241.17
1621,139298.08
1622,148015.4
1623,267670.94
1624,199069.27
1625,124340.0
1626,164121.53
1627,185447.45
1628,266920.16
1629,180546.1
1630,368560.44
1631,202213.81
1632,249546.11
1633,172421.53
1634,185542.83
1635,179299.97
1636,163596.92
1637,189983.02
1638,210006.11
1639,181678.86
1640,239472.17
1641,188402.14
1642,229314.61
1643,229107.31
1644,230907.95
1645,190965.38
1646,160027.88
1647,159832.78
1648,139229.88
1649,138885.53
1650,121842.9
1651,119191.555
1652,98355.46
1653,101059.61
1654,148785.12
1655,139194.69
1656,144805.84
1657,146905.92
1658,147303.11
1659,124407.516
1660,146817.77
1661,442911.62
1662,357743.9
1663,372993.62
1664,484582.62
1665,312695.62
1666,337682.66
1667,354767.03
1668,331007.72
1669,292839.72
1670,337820.88
1671,258701.92
1672,497621.5
1673,305504.97
1674,255670.36
1675,199093.02
1676,198231.47
1677,211250.89
1678,487337.03
1679,377789.5
1680,320184.97
1681,252915.52
1682,310266.9
1683,194756.69
1684,176201.47
1685,175665.16
1686,175624.86
1687,171473.77
1688,186830.77
1689,188110.36
1690,183405.28
1691,175549.33
1692,255877.52
1693,173054.6
1694,181804.42
1695,173340.45
1696,258119.8
1697,172588.8
1698,347686.84
1699,329095.2
1700,257030.27
1701,267654.34
1702,258302.61
1703,250086.73
1704,292809.06
1705,219566.28
1706,450354.75
1707,218891.08
1708,213933.66
1709,272102.1
1710,219798.42
1711,267839.47
1712,254266.86
1713,260073.58
1714,226417.22
1715,205450.78
1716,182491.6
1717,160804.55
1718,143911.38
1719,200463.22
1720,243750.4
1721,163321.62
1722,134564.42
1723,159539.98
1724,203189.53
1725,230683.4
1726,193080.05
1727,174113.77
1728,181975.08
1729,162634.17
1730,174174.08
1731,124988.3
1732,128269.6
1733,120698.21
1734,129341.086
1735,133844.7
1736,119710.99
1737,351385.06
1738,217275.0
1739,281642.1
1740,222946.86
1741,193190.75
1742,173449.55
1743,175438.5
1744,300458.06
1745,229053.77
1746,256472.94
1747,210084.94
1748,223382.3
1749,162623.67
1750,150119.2
1751,225313.62
1752,118565.516
1753,146099.25
1754,205217.86
1755,169149.17
1756,123170.41
1757,118943.24
1758,149575.31
1759,164274.5
1760,158818.3
1761,151248.25
1762,166800.16
1763,170295.86
1764,120543.64
1765,169464.5
1766,164012.11
1767,186590.89
1768,143756.14
1769,159446.62
1770,142519.89
1771,136255.14
1772,143436.22
1773,135586.25
1774,144028.58
1775,133686.23
1776,124566.02
1777,117745.57
1778,132832.38
1779,127047.42
1780,156700.72
1781,133413.1
1782,95715.36
1783,133480.0
1784,104514.37
1785,111144.75
1786,143918.44
1787,163296.16
1788,72082.336
1789,100750.56
1790,89014.01
1791,174546.56
1792,151226.53
1793,141077.31
1794,140605.7
1795,139576.05
1796,131528.78
1797,122491.73
1798,123105.6
1799,114955.16
1800,135761.81
1801,131280.78
1802,139919.22
1803,149451.94
1804,141451.4
1805,135830.33
1806,124771.27
1807,137345.08
1808,120718.27
1809,132534.69
1810,136842.55
1811,110749.46
1812,118241.695
1813,120015.31
1814,96398.24
1815,73853.44
1816,104693.195
1817,129049.81
1818,140935.23
1819,118864.664
1820,79915.82
1821,120580.85
1822,148825.5
1823,64832.254
1824,140318.38
1825,141716.88
1826,104769.11
1827,107183.84
1828,139828.61
1829,118457.33
1830,134158.94
1831,149895.05
1832,120913.47
1833,136693.39
1834,135019.48
1835,143460.55
1836,131200.89
1837,102375.7
1838,132765.03
1839,98486.94
1840,157547.95
1841,143541.73
1842,93859.016
1843,136591.9
1844,136889.0
1845,150970.95
1846,147976.3
1847,185118.42
1848,81114.92
1849,121568.48
1850,119280.73
1851,142929.19
1852,120581.87
1853,135430.52
1854,159684.81
1855,164046.33
1856,213041.12
1857,194585.25
1858,174786.02
1859,138114.98
1860,150399.39
1861,138282.61
1862,267323.9
1863,264430.4
1864,264430.4
1865,323058.1
1866,325598.16
1867,232604.02
1868,304452.1
1869,197447.08
1870,241394.27
1871,249303.72
1872,172136.5
1873,217737.61
1874,138714.25
1875,200383.1
1876,195576.84
1877,211147.78
1878,205186.56
1879,133588.11
1880,137164.56
1881,239546.47
1882,247055.52
1883,199467.89
1884,212944.72
1885,250047.84
1886,298090.78
1887,200817.12
1888,278082.88
1889,171020.73
1890,127285.79
1891,140841.16
1892,103990.37
1893,134481.27
1894,131007.9
1895,145655.72
1896,116072.47
1897,118021.09
1898,114963.95
1899,155759.64
1900,147750.22
1901,171103.98
1902,154507.14
1903,231395.97
1904,138122.7
1905,195243.69
1906,166030.44
1907,209761.38
1908,111806.27
1909,131492.05
1910,121679.61
1911,205222.14
1912,278960.0
1913,146040.94
1914,71472.93
1915,320379.25
1916,75196.64
1917,243525.5
1918,140063.12
1919,160815.6
1920,161532.72
1921,388110.56
1922,323639.8
1923,203965.98
1924,213487.97
1925,218815.75
1926,377155.66
1927,139445.78
1928,163291.7
1929,123304.45
1930,136826.0
1931,138484.12
1932,138688.95
1933,174660.42
1934,180231.72
1935,176647.9
1936,186102.52
1937,182970.05
1938,179027.67
1939,254207.39
1940,195550.39
1941,177402.7
1942,190230.56
1943,192236.25
1944,309894.5
1945,374430.44
1946,173517.17
1947,284189.03
1948,171920.8
1949,222490.72
1950,178111.38
1951,245669.22
1952,217093.2
1953,167587.98
1954,199139.22
1955,145513.27
1956,269190.94
1957,167919.4
1958,289442.3
1959,145017.05
1960,117794.83
1961,119590.01
1962,100886.484
1963,104742.086
1964,112591.32
1965,143162.69
1966,138748.23
1967,293357.3
1968,428566.0
1969,385842.38
1970,431671.84
1971,408432.94
1972,355086.66
1973,274904.38
1974,314504.22
1975,477661.8
1976,279443.1
1977,361006.2
1978,354044.84
1979,333858.72
1980,200202.44
1981,343645.03
1982,226475.34
1983,216834.69
1984,171162.53
1985,211361.44
1986,213566.95
1987,178703.55
1988,179523.45
1989,190305.25
1990,216059.11
1991,211796.89
1992,207914.9
1993,175629.47
1994,237805.2
1995,184304.39
1996,262074.66
1997,308792.22
1998,345749.44
1999,265865.44
2000,298499.2
2001,280529.75
2002,237546.9
2003,244310.16
2004,259287.5
2005,224921.67
2006,219625.77
2007,248858.72
2008,204333.58
2009,196046.58
2010,190893.94
2011,153527.11
2012,174977.33
2013,180938.38
2014,190269.45
2015,195731.47
2016,196876.67
2017,196836.48
2018,126508.55
2019,131457.92
2020,123740.25
2021,116509.125
2022,176937.55
2023,152847.89
2024,245652.88
2025,362024.22
2026,185702.31
2027,158038.58
2028,174051.77
2029,174812.17
2030,268944.8
2031,237000.47
2032,245085.36
2033,272682.5
2034,171761.06
2035,205092.22
2036,189878.52
2037,192980.23
2038,301581.16
2039,207338.31
2040,375709.47
2041,267218.6
2042,208876.88
2043,170260.64
2044,179780.77
2045,201197.1
2046,159342.53
2047,144188.44
2048,135448.52
2049,144392.03
2050,179530.98
2051,114523.96
2052,131869.66
2053,143170.33
2054,90445.0
2055,158210.48
2056,140700.14
2057,128497.62
2058,201489.94
2059,140426.66
2060,165216.88
2061,168090.28
2062,139093.3
2063,116671.805
2064,140436.48
2065,124198.164
2066,167094.02
2067,147672.92
2068,142438.2
2069,87596.89
2070,108119.56
2071,104346.33
2072,131131.81
2073,135003.61
2074,166927.8
2075,147556.34
2076,121340.39
2077,151245.22
2078,129098.39
2079,132464.56
2080,118799.71
2081,124170.44
2082,138731.95
2083,142927.72
2084,109669.59
2085,130778.08
2086,114551.34
2087,118893.32
2088,113529.55
2089,93603.01
2090,136461.16
2091,123790.25
2092,128864.89
2093,134610.45
2094,125431.4
2095,139954.73
2096,87678.53
2097,99618.94
2098,141453.45
2099,72230.04
2100,125938.62
2101,132655.19
2102,133734.6
2103,105556.83
2104,130721.1
2105,137332.78
2106,79422.34
2107,179717.53
2108,113158.734
2109,110870.35
2110,126465.3
2111,154478.02
2112,140963.48
2113,121178.13
2114,115601.77
2115,153431.81
2116,112916.49
2117,143026.95
2118,121998.734
2119,110847.586
2120,116904.52
2121,110240.48
2122,103226.88
2123,95849.6
2124,162061.75
2125,126317.305
2126,158983.2
2127,140308.55
2128,137717.39
2129,106844.9
2130,134839.36
2131,137544.03
2132,118947.59
2133,115335.59
2134,116648.82
2135,99259.49
2136,87481.02
2137,121364.79
2138,137376.16
2139,149296.78
2140,138760.47
2141,139404.08
2142,134986.12
2143,140784.28
2144,130198.81
2145,135280.56
2146,148274.06
2147,182986.95
2148,137309.27
2149,143213.3
2150,198427.36
2151,108038.01
2152,164918.12
2153,151246.2
2154,106807.875
2155,126130.086
2156,245576.42
2157,236844.58
2158,229606.05
2159,213354.52
2160,173341.95
2161,243857.88
2162,403383.97
2163,338258.0
2164,244877.55
2165,182881.52
2166,143009.19
2167,206398.36
2168,208853.88
2169,196220.64
2170,220662.75
2171,152110.66
2172,138652.52
2173,169206.42
2174,234458.73
2175,288946.28
2176,312863.25
2177,246533.27
2178,220653.48
2179,144056.8
2180,222333.7
2181,194280.8
2182,218222.2
2183,196570.94
2184,125136.0
2185,123156.43
2186,137588.1
2187,141911.03
2188,138826.36
2189,196195.39
2190,92011.664
2191,94321.96
2192,94479.37
2193,95773.2
2194,103274.31
2195,111180.484
2196,107104.11
2197,113302.63
2198,142512.6
2199,150434.16
2200,150772.0
2201,148361.6
2202,183319.73
2203,171651.1
2204,194059.22
2205,140125.0
2206,135994.84
2207,225500.23
2208,236282.48
2209,214919.4
2210,118255.414
2211,111318.09
2212,111136.06
2213,105361.22
2214,137624.52
2215,102028.79
2216,141549.0
2217,79087.32
2218,96912.49
2219,80352.57
2220,81310.63
2221,322918.72
2222,260047.06
2223,255293.39
2224,199062.98
2225,143075.39
2226,176619.23
2227,196882.78
2228,276829.88
2229,239020.38
2230,167418.06
2231,208928.27
2232,184946.55
2233,183515.38
2234,230218.16
2235,226090.86
2236,271729.22
2237,352372.62
2238,196993.38
2239,121655.26
2240,159494.8
2241,153486.81
2242,127682.72
2243,127093.21
2244,93084.95
2245,92079.04
2246,147063.5
2247,106165.11
2248,122214.41
2249,122996.35
2250,133519.56
2251,130724.14
2252,163319.45
2253,165655.28
2254,178192.1
2255,188255.42
2256,180499.38
2257,213647.4
2258,169748.58
2259,180793.4
2260,151840.6
2261,185162.7
2262,203085.53
2263,330897.47
2264,434547.72
2265,181449.53
2266,270710.5
2267,371982.4
2268,368732.75
2269,162919.25
2270,175308.39
2271,221088.34
2272,202906.64
2273,168571.0
2274,177255.75
2275,169266.4
2276,175245.47
2277,197948.27
2278,149008.33
2279,123624.51
2280,118709.836
2281,170574.31
2282,177033.83
2283,104313.81
2284,108963.625
2285,137292.88
2286,130394.29
2287,346385.72
2288,277157.06
2289,374060.12
2290,422724.3
2291,317988.16
2292,414528.1
2293,469811.2
2294,376380.97
2295,469569.25
2296,284166.38
2297,311656.5
2298,326028.44
2299,370838.22
2300,316819.03
2301,287221.62
2302,240911.39
2303,255535.48
2304,252662.05
2305,190431.45
2306,192124.16
2307,198319.7
2308,246148.19
2309,275465.16
2310,218371.52
2311,197610.42
2312,177644.66
2313,176930.5
2314,179969.56
2315,175802.44
2316,195665.53
2317,182294.66
2318,177044.72
2319,177362.34
2320,178343.83
2321,246830.55
2322,178853.88
2323,171748.62
2324,172885.14
2325,212028.89
2326,172655.1
2327,210439.47
2328,218693.72
2329,181900.73
2330,178792.33
2331,342468.72
2332,373007.47
2333,310838.78
2334,268555.16
2335,267808.75
2336,317555.47
2337,209598.89
2338,276735.97
2339,236430.56
2340,387211.84
2341,221882.9
2342,241691.02
2343,218935.1
2344,238726.77
2345,233213.05
2346,216322.2
2347,205141.73
2348,234856.83
2349,183415.0
